"adr_inter","adresse","adrzus_int","behindertenparkplatz","bemerkung","ccmail","da","datum","datum_cms","dep","editor","erforderlichedokumente","fax","hausnummer","hindernisfreiheit","infrastruktur","isbetriebsferien_gebaeude","isbetriebsferien_schalter","kategorie","mail","name","namenzus","objectid","oeffnungszeiten_gebaeude_di","oeffnungszeiten_gebaeude_do","oeffnungszeiten_gebaeude_fr","oeffnungszeiten_gebaeude_mi","oeffnungszeiten_gebaeude_mo","oeffnungszeiten_gebaeude_sa","oeffnungszeiten_gebaeude_so","oeffnungszeiten_schalter_di","oeffnungszeiten_schalter_do","oeffnungszeiten_schalter_fr","oeffnungszeiten_schalter_mi","oeffnungszeiten_schalter_mo","oeffnungszeiten_schalter_sa","oeffnungszeiten_schalter_so","ort","plz","poi_id","postadresse","publish_internet","strasse","suchen","tel","tel2","www","zahlungsmittel_internet","zahlungsmittel_schalter","zahlungsmittel_telefon","zvv_label","zvv_link","nummer","foto","eignung","geraete","bereich","infrastruk","besonderes","typ","elemente","gsz_id","geometry"
"","Fronwaldstrasse                                          ","","","","","Grün Stadt Zürich","202009110932","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_",";NULL","1","0","Spielplatz","","Bauspielplatz Affoltern                                               ","","10442.0000000000","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","","8046","sp192","","1","","Abenteuerspielplatz, keine Spielgeräte, Feuerstelle, Hauptaktivität ist der Bau von Hütten und das Werken mit Holz und anderen Materialien, Bauspielplatz                                                                                                 ","+41 44 371 09 20","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Fronwaldstrasse                                          ","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Fronwaldstrasse 13","192","JA","0 - 16 Jahre","keine Spielgeräte","","Feuerstelle","Hauptaktivität ist der Bau von Hütten und das Werken mit Holz und anderen Materialien, beaufsichtigter Bauspielplatz mit Öffnungszeiten","Bauspielplatz - privater Verei","Abenteuerspielplatz","0193","POINT Z (2681535 1252156 0)"
"","An der Schwandenwiese                                                 ","","","","","Grün Stadt Zürich","202009151603","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_",";NULL","1","0","Spielplatz","","Abenteuerspielplatz Buntspecht                                        ","","10443.0000000000","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","","8052","sp191","","1","","Abenteuerspielplatz, keine Spielgeräte, Feuerstelle, Hauptaktivität ist der Bau von Hütten und das Werken mit Holz und anderen Materialien, Bauspielplatz                                                                                                 ","+41 44 412 06 77","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","An der Schwandenwiese                                                 ","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Schwandenacker 51b","191","JA","0 - 16 Jahre","keine Spielgeräte","","Feuerstelle","Hauptaktivität ist der Bau von Hütten und das Werken mit Holz und anderen Materialien, beaufsichtigter Bauspielplatz mit Öffnungszeiten","Bauspielplatz - privater Verei","Abenteuerspielplatz","0191","POINT Z (2682685 1253257 0)"
"","Riedhofstrasse, unterhalb ASIG-Siedlung Rütihof am Waldrand           ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","gsznoa","","","","0_",";NULL","0","0","Spielplatz","","Bauspielplatz Rütihütten                                              ","","10444.0000000000","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","","8049","sp190","","1","","Abenteuerspielplatz, keine Spielgeräte, Feuerstelle, Hauptaktivität ist der Bau von Hütten und das Werken mit Holz und anderen Materialien, Bauspielplatz                                                                                                 ","+41 44 344 14 00","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Riedhofstrasse, unterhalb ASIG-Siedlung Rütihof am Waldrand           ","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Riedhofstrasse 451","190","JA","0 - 16 Jahre","keine Spielgeräte","","Feuerstelle","Hauptaktivität ist der Bau von Hütten und das Werken mit Holz und anderen Materialien, beaufsichtigter Bauspielplatz mit Öffnungszeiten","Bauspielplatz - privater Verei","Abenteuerspielplatz","0190","POINT Z (2678343 1251786 0)"
"","Hard-/Bullingerstrasse                                                ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Bullingerhof                                                          ","","10489.0000000000","","","","","","","","","","","","","","","","8004","sp106","","1","","Spiel- und Liegewiese, grosse Kiesfläche, Spielhügel, Sandkasten, Kletteranlage mit Rutsche, Bockrutsche, Federwippe, Pendelschaukel, Wasserförderanlage, Brettschaukel, Tischtennistisch, Sitzbänke, Planschbecken, Brunnen, Züri-WC, Baumbestand        ","+41 44 461 21 17","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","106","JA","0 - 9 Jahre","Sandkasten, Kletteranlage mit Rutsche, Bockrutsche, Federwippe, Pendelschaukel, Wasserförderanlage, Brettschaukel, Tischtennistisch","","Sitzbänke, Planschbecken, Brunnen, Züri-WC","grosszügige Parkanlage mit altem Baumbestand","Spielplatz","Spiel- und Liegewiese, grosse Kiesfläche, Spielhügel","0106","POINT Z (2681192.8 1248179.9 0)"
"","Rebenweg 2/6                                                          ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Rebenweg                                                              ","","10490.0000000000","","","","","","","","","","","","","","","","8041","sp086","","1","","Spiel- und Liegewiese, Fussballplatz, Sandbereich, Balanciergerät, Kletteranlage mit Rutsche, Pumpe,  Rutsche, Korbschaukel, Kletterturm, Brettschaukel, Matschtisch, Federwippe, Feuerstelle, Sonnenschirme, Sitzbänke, Waldrand, Spielturm              ","+41 44 482 10 03","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","86","JA","0 - 16 Jahre","Sandbereich, Balanciergerät, Kletteranlage mit Rutsche, Pumpe,  Rutsche, Korbschaukel, Kletterturm, Brettschaukel, Matschtisch, Federwippe","","Feuerstelle, Sonnenschirme, Sitzbänke","direkt am Waldrand gelegene einzigartige Spielanlage mit riesigem Spielturm ","Spielplatz","Spiel- und Liegewiese, Fussballplatz","0086","POINT Z (2681264.2 1243218.9 0)"
"","Owenweg                                                               ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Entlisberg/Owenweg                                                    ","","10491.0000000000","","","","","","","","","","","","","","","","8038","sp085","","1","","Spiel- und Liegewiese, Balkenwippe, Spielhaus, Federwippe, Sitzkarussell, Kletteranlage mit Rutsche, Hangrutsche, Brettschaukel, Federwippe, Sandbereich, Tischtennistisch, Sitzbänke,                                                                    ","+41 44 482 10 03","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","85","JA","0 - 9 Jahre","Balkenwippe, Spielhaus, Federwippe, Sitzkarussell, Kletteranlage mit Rutsche, Hangrutsche, Brettschaukel, Federwippe, Sandbereich, Tischtennistisch","","Sitzbänke","einzigartige, krumme und schiefe Kletteranlage","Spielplatz","Spiel- und Liegewiese","0085","POINT Z (2682292.8 1243592.8 0)"
"","Eggweg                                                                ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Auf der Egg                                                           ","","10492.0000000000","","","","","","","","","","","","","","","","8038","sp084","","1","","Spielhügel, Korbschaukel, Hangrutsche, Sandbereich, Sitzkarussell, Federwippe, Sitzbänke, Aussicht, ruhige Lage                                                                                                                                           ","+41 44 482 10 03","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","84","JA","0 - 5 Jahre","Korbschaukel, Hangrutsche, Sandbereich, Sitzkarussell, Federwippe","","Sitzbänke","Aussicht, ruhige Lage","Spielplatz","Spielhügel","0084","POINT Z (2682672 1243867.1 0)"
"","Museumstrasse                                                         ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Platzspitz                                                            ","","10497.0000000000","","","","","","","","","","","","","","","","8001","sp060","","1","","Kiesplatz, Drehscheiben, Brettschaukel, Klettergerät, Balkenwippe, Schachspiel, Sitzbänke, historische Parkanlage, Baumbestand                                                                                                                            ","+41 44 201 75 00","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","60","JA","0 - 5 Jahre","Drehscheiben, Brettschaukel, Klettergerät, Balkenwippe, Schachspiel","","Sitzbänke","historische Parkanlage mit schönem Baumbestand","Spielplatz","Kiesplatz","0060","POINT Z (2683121 1248301.9 0)"
"","Balgriststrasse                                                       ","","","","","Grün Stadt Zürich","202009281518","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_",";NULL","0","0","Spielplatz","","Balgrist                                                              ","","10498.0000000000","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","","8008","sp059","","0","","Kiesplatz, Kletterturm, Hüpfteller, Kletterelement, Korbschaukel, Hängematte, Reck, Sitzbänke                                                                                                                                                             ","+41 44 422 54 97","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Balgriststrasse                                                       ","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Balgriststrasse 59","59","JA","0 - 9 Jahre","Kletterturm, Hüpfteller, Kletterelement, Korbschaukel, Hängematte, Reck","","Sitzbänke","Quartierspielplatz","Spielplatz","Kiesplatz","0059","POINT Z (2686103 1245431 0)"
"","Gleisbogen 40 (Spielplatz)                                            ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Pfingstweidpark                                                       ","","10499.0000000000","","","","","","","","","","","","","","","","8005","sp189","","1","","Spiel- und Liegewiese, Planschbecken, Brettschaukel, Offene Hangrutsche, Brettschaukel, Sandbereich, Pumpen, Tischtennistisch, Sitzbänke, Feuerstelle, Sonnenschirm, moderne Parkanlage                                                                   ","+41 44 461 21 17","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","189","JA","0 - 5 Jahre","Brettschaukel, Offene Hangrutsche, Brettschaukel, Sandbereich, Pumpen, Tischtennistisch","","Sitzbänke, Feuerstelle, Sonnenschirm","moderne Parkanlage","Spielplatz","Spiel- und Liegewiese, Planschbecken","0189","POINT Z (2681075 1249145.9 0)"
"","Wasserwerkstrasse                                                     ","","","","","Grün Stadt Zürich","202106081450","","Tiefbau- und Entsorgungsdepartement (TED)","ssdprs","","","","0_",";NULL","0","","Spielplatz","","Unterer Letten(Freibad)                                               ","","10500.0000000000","closed","closed","closed","closed","closed","closed","closed","","","","","","","","Zürich","8037","sp188","","1","","Spiel- und Liegewiese, Brettschaukel, Sitzkarussell, Kletteranlage mit Rutsche, Sitzbänke, Badeanlage                                                                                                                                                     ","+41 44 361 63 18","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","Wasserwerkstrasse                                                     ","https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Zürich, Wasserwerkstrasse 87","188","JA","0 - 9 Jahre","Brettschaukel, Sitzkarussell, Kletteranlage mit Rutsche","","Sitzbänke","Spielanlage in Badeanlage. Öffnungszeiten berücksichtigen!","Spielplatz in Badeanlage","Spiel- und Liegewiese","0188","POINT Z (2682741 1248964 0)"
"","Mythenquai                                                            ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Mythenquai (Strandbad)                                                ","","10503.0000000000","","","","","","","","","","","","","","","","8002","sp134","","1","","Spiel- und Liegewiese, Sandstrand, Bockrutsche, Brettschaukel, Hängematte, Federwippe, Pendelschaukel, Partnerschaukel, Korbschaukel, Sitzkarussell, Drehkletterturm, Sitzbänke                                                                           ","+41 44 201 75 00","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","134","JA","0 - 9 Jahre","Bockrutsche, Brettschaukel, Hängematte, Federwippe, Pendelschaukel, Partnerschaukel, Korbschaukel, Sitzkarussell, Drehkletterturm","","Sitzbänke","Jeweils kostenlos zugänglich von Oktober bis April","Spielplatz in Badeanlage","Spiel- und Liegewiese, Sandstrand","0134","POINT Z (2682805 1245310.6 0)"
"","Marktplatz                                                            ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Marktplatz Oerlikon                                                   ","","10504.0000000000","","","","","","","","","","","","","","","","8050","sp133","","1","","Hartplatz, Brettschaukel, Balkenwippe, Sitzbänke, Brunnen, Marktplatz                                                                                                                                                                                     ","+41 44 322 02 20","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","133","JA","0 - 5 Jahre","Brettschaukel, Balkenwippe","","Sitzbänke, Brunnen","grosser Marktplatz mit Brunnen","SPPL GSZ öffentlich","Hartplatz","0133","POINT Z (2683459 1251668.4 0)"
"","Birchstrasse                                                          ","","","","","Grün Stadt Zürich","202009151539","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_",";NULL","0","0","Spielplatz","","Oerlikerpark                                                          ","","10505.0000000000","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","","8050","sp131","","1","","Kiesfläche, Liegerost aus Holz, Wasserspiel, Brettschaukel, Korbschaukel, Kletteranlage mit Rutsche, Federwippe, Hängematte, Balanciergerät, Lauschrohr, Sandkasten, Sitzbänke, Sonnenschirme Kletteranlage                                               ","+41 44 412 06 77","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Birchstrasse                                                          ","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Birchstrasse 183e","131","JA","0 - 9 Jahre","Brettschaukel, Korbschaukel, Kletteranlage mit Rutsche, Federwippe, Hängematte, Balanciergerät, Lauschrohr, Sandkasten","","Sitzbänke, Sonnenschirme","Einzigartige Kletteranlage","Spielplatz","Kiesfläche, Liegerost aus Holz, Wasserspiel","0131","POINT Z (2682910 1252144 0)"
"","Sihlpromenade                                                         ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Sihlpromenade                                                         ","","10506.0000000000","","","","","","","","","","","","","","","","8003","sp130","","1","","Spiel- und Liegewiese, Weidengang, Spielhügel, Brettschaukel, Kletteranlage mit Rutsche, Kletteranlage mit Rutsche, Sandbereich,  Reck, Sitzbänke, Spielkisten, Kletteranlage                                                                             ","+41 44 201 75 00","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","130","JA","0 - 9 Jahre","Brettschaukel, Kletteranlage mit Rutsche, Kletteranlage mit Rutsche, Sandbereich,  Reck","","Sitzbänke, Spielkisten","Einzigartige Kletteranlage in Form und Farbgebung auf SZU-Züge abgestimmt","Spielplatz","Spiel- und Liegewiese, Weidengang, Spielhügel","0130","POINT Z (2682198.5 1246856.9 0)"
"","Limmatstrasse, neben Schulhaus Limmat                                 ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Klingenpark                                                           ","","10507.0000000000","","","","","","","","","","","","","","","","8005","sp129","","1","","Spiel- und Liegewiese, Pendelschaukel, Balanciergerät, Drehteller, Kletterelement, Drehkletterturm, Tischtennistisch, Sitzbänke, Parkanlage                                                                                                               ","+41 44 461 21 17","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","129","JA","0 - 9 Jahre","Pendelschaukel, Balanciergerät, Drehteller, Kletterelement, Drehkletterturm, Tischtennistisch","","Sitzbänke","Parkanlage mit kleiner Spielanlage","Spielplatz","Spiel- und Liegewiese","0129","POINT Z (2682777.8 1248579.6 0)"
"","Bellerivestrasse, Zürichhornanlage                                    ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Blatterwiese                                                          ","","10550.0000000000","","","","","","","","","","","","","","","","8008","sp058","","1","","Spiel-  und Liegewiese, Boulderwand, Brettschaukel, Rutsche,  Wasserspiel, Sprossengerät, Kletterelement, Hängematte, Balanciergerät, Sandbereich,  Einpunktschaukel, Wasserspiel, Pumpe, ZüriWC,   Sitzbänke, Liegebänke                                 ","+41 44 422 54 97","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","58","JA","0 - 9 Jahre","Brettschaukel, Rutsche,  Wasserspiel, Sprossengerät, Kletterelement, Hängematte, Balanciergerät, Sandbereich,  Einpunktschaukel, Wasserspiel, Pumpe","","ZüriWC,   Sitzbänke, Liegebänke","äusserst beliebter, einmaliger Spielplatz ","Spielplatz","Spiel-  und Liegewiese, Boulderwand","0058","POINT Z (2684059 1245541.9 0)"
"","Buchenweg/Buchensteig                                                 ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Buchenweg                                                             ","","10551.0000000000","","","","","","","","","","","","","","","","8008","sp057","","1","","Spiel- und Liegewiese, Brettschaukel, Kletteranlage mit Rutsche, Tischtennistisch, Sitzbänke                                                                                                                                                              ","+41 44 422 54 97","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","57","JA","0 - 5 Jahre","Brettschaukel, Kletteranlage mit Rutsche, Tischtennistisch","","Sitzbänke","kleine Grünanlage","Spielplatz","Spiel- und Liegewiese","0057","POINT Z (2685485 1245792.8 0)"
"","Seefeldstrasse 109                                                    ","","","GZ Riesbach (A)","","Grün Stadt Zürich","202103031329","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_",";NULL","1","0","Spielplatz","","GZ Riesbach (A)                                               ","","10552.0000000000","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","","8008","sp056","","1","","Kletternetzpyramide, Rotationsgerät, Hüpfteller, Bockrutsche, Kombischaukel, Sandbereich, Brettschaukel, Hangrutsche, Spielhaus,  Labyrinth, Pumpe, Grosser Wippboden, Sitzbänke, Stühle, Vitalgeräte, Gemeinschaftszentrum                               ","+41 44 422 54 97","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Seefeldstrasse 109                                                    ","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Seefeldstrasse 95","56","JA","0 - 99 Jahre","Kletternetzpyramide, Rotationsgerät, Hüpfteller, Bockrutsche, Kombischaukel, Sandbereich, Brettschaukel, Hangrutsche, Spielhaus,  Labyrinth, Pumpe, Grosser Wippboden","","Sitzbänke, Stühle, Vitalgeräte","Gemeinschaftszentrum, Vorplatz als Generationenplatz","GZ mit Spielplatz","Grosser Quartierspielplatz","0056","POINT Z (2684237 1245946 0)"
"","Drahtzugstrasse                                                       ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Drahtzugstrasse                                                       ","","10553.0000000000","","","","","","","","","","","","","","","","8008","sp055","","1","","Hartplatz, Schwenkwippe, Hängematte, Kletteranlage mit Rutsche, Sitzbänke                                                                                                                                                                                 ","+41 44 422 54 97","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","55","JA","0 - 9 Jahre","Schwenkwippe, Hängematte, Kletteranlage mit Rutsche","","Sitzbänke","Quartierspielplatz","Spielplatz","Hartplatz","0055","POINT Z (2685051 1246037.9 0)"
"","Neumünsterstrasse 16 (Spielplatz)                                     ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Neumünsteranlage                                                      ","","10554.0000000000","","","","","","","","","","","","","","","","8008","sp054","","1","","Spiel- und Liegewiese, Bockrutsche, Federwippe, Sandbereich, Brettschaukel, Sitzbänke                                                                                                                                                                     ","+41 44 422 54 97","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","54","JA","0 - 5 Jahre","Bockrutsche, Federwippe, Sandbereich, Brettschaukel","","Sitzbänke","Umbau 2016","Spielplatz","Spiel- und Liegewiese","0054","POINT Z (2684643.5 1246118.6 0)"
"","Kürbergsteig                                                          ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Kürberganlage                                                         ","","10560.0000000000","","","","","","","","","","","","","","","","8049","sp128","","1","","Spiel- und Liegewiese, Sandkasten, Brettschaukel, Sitzbänke, kleine Spielanlage                                                                                                                                                                           ","+41 44 344 14 00","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","128","JA","0 - 5 Jahre","Sandkasten, Brettschaukel","","Sitzbänke","kleine Spielanlage","Spielplatz","Spiel- und Liegewiese","0128","POINT Z (2680649 1250299.9 0)"
"","Bullingerstrasse/ Hardauweg                                           ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Hardau                                                                ","","10561.0000000000","","","","","","","","","","","","","","","","8004","sp125","","1","","Kiesplatz, Weidendschungel, Wasserförderanlage, Stangenlabyrinth, Balanciergerät, Hängematte, Sandbereich, Korbschaukel,  Pumpe, Kletteranlage, Rutsche, Sitzbänke                                                                                        ","+41 44 461 21 17","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","125","JA","0 - 9 Jahre","Wasserförderanlage, Stangenlabyrinth, Balanciergerät, Hängematte, Sandbereich, Korbschaukel,  Pumpe, Kletteranlage mit Rutsche","","Sitzbänke","Quartierspielplatz","Spielplatz","Kiesplatz, Weidendschungel","0125","POINT Z (2680852.8 1248568.9 0)"
"","Strickhofstrasse                                                      ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Alfred-Altherr-Terrasse                                               ","","10567.0000000000","","","","","","","","","","","","","","","","8057","sp036","","1","","Sandanlage, grosse Kiesrasenfläche, Brettschaukel, Kleinkinderschaukel, Wasserspiel, Sandbereich, Brettschaukel, Sitzbänke, Wasserbecken, Brunnen, Feuerstellen, Aussicht                                                                                 ","+41 44 361 63 18","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","36","JA","0 - 5 Jahre","Brettschaukel, Kleinkinderschaukel, Wasserspiel, Sandbereich, Brettschaukel","","Sitzbänke, Wasserbecken, Brunnen, Feuerstellen","Schöner Aussichtspunkt","Spielplatz","Sandanlage, grosse Kiesrasenfläche","0036","POINT Z (2684082 1249962.9 0)"
